duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,proto_icmp,proto_tcp,proto_udp,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR
0.109187,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.050455,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003998,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000499,37,100,0.0,1.0,65.0,1.0,128.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0005,37,132,0.0,1.0,65.0,1.0,160.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003499,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04621,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114417,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.017238,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.868027,3768,0,0.0,12.0,4104.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.269349,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003495,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.036214,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1480.810378,52752,0,0.0,168.0,57456.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.003496,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.200137,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109694,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.116179,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016732,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.000292,0,0,0.0,6.0,276.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.119679,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1032.879228,37680,0,0.0,120.0,41040.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50.83058,3768,0,0.0,12.0,4104.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.270102,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
322.370929,13188,0,0.0,42.0,14364.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.089448,1847,1539,0.0,7.0,2151.0,7.0,1831.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114934,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.180398,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003752,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00075,37,132,0.0,1.0,65.0,1.0,160.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.061961,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109678,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016723,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003248,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.042224,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1643.646987,58404,0,0.0,186.0,63612.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.269861,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
109.999279,5652,0,0.0,18.0,6156.0,0.0,0.0,Benign,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.03498,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109194,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.107433,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016983,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114429,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269841,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.093946,1847,1539,0.0,7.0,2151.0,7.0,1831.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.126426,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.039463,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00425,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00325,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.046721,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003745,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.051225,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.10968,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01699,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114424,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003247,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04047,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.272601,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003501,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.196634,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109685,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016989,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114182,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.094447,1847,1539,0.0,7.0,2139.0,7.0,1823.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.113685,1847,791,0.0,6.0,2099.0,6.0,1043.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.210379,1595,177,0.0,8.0,1927.0,7.0,469.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.200631,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0005,37,100,0.0,1.0,65.0,1.0,128.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.197378,41,124,0.0,1.0,69.0,1.0,152.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.039479,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.272087,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.038729,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109672,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003496,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.104447,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.116177,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.270104,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003248,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.107436,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.089197,1847,1539,0.0,7.0,2151.0,7.0,1831.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109936,1847,791,0.0,6.0,2099.0,6.0,1043.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.055701,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004751,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000498,37,100,0.0,1.0,65.0,1.0,128.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.121426,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109928,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016972,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114174,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004245,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.034488,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269845,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.120428,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109433,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016987,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.201136,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.11468,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269593,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.088448,1847,1539,0.0,7.0,2151.0,7.0,1831.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.117684,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.104681,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004001,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.107187,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003499,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.111674,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.036223,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114192,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003748,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.106937,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003747,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.19589,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.089698,1847,1539,0.0,7.0,2139.0,7.0,1823.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.110187,1847,791,0.0,7.0,2151.0,6.0,1043.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.123928,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003502,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.202885,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.049207,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.10919,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.017487,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.117194,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114179,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269345,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003246,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.055462,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.093956,1847,1539,1539.0,7.0,2139.0,5.0,204.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.071206,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003751,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000749,37,132,0.0,1.0,65.0,1.0,160.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.130919,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000994,300,300,0.0,1.0,328.0,1.0,328.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.042223,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.055463,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109427,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114186,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.105937,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.270089,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.093195,1847,1539,0.0,7.0,2139.0,7.0,1823.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109432,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.205372,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.000501,37,132,0.0,1.0,65.0,1.0,160.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.197895,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.058969,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.19139,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.10569,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109438,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016967,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114172,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.088947,1847,1539,0.0,7.0,2139.0,7.0,1823.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.105689,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.20713,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00375,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003498,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.197633,34,311,0.0,1.0,62.0,1.0,339.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269842,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011244,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.125422,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011493,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.047968,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011492,0,0,0.0,4.0,172.0,3.0,132.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.202141,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.109682,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.088698,1847,1539,0.0,7.0,2151.0,7.0,1831.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.113184,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.132166,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.007998,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011745,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05495,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.116676,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.269354,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011492,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.051709,34,281,0.0,1.0,62.0,1.0,309.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01151,0,0,0.0,4.0,172.0,2.0,92.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.20164,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011742,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.049719,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.088198,1847,1539,0.0,7.0,2139.0,7.0,1823.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.111434,1847,791,0.0,6.0,2099.0,6.0,1035.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.224122,1595,177,0.0,7.0,1887.0,7.0,469.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.200629,37,179,0.0,1.0,65.0,1.0,207.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.007748,37,442,0.0,1.0,65.0,1.0,470.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.130914,41,124,0.0,1.0,69.0,1.0,152.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011495,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.048223,34,297,0.0,1.0,62.0,1.0,325.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016739,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.114436,48,48,0.0,1.0,76.0,1.0,76.0,Benign,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.011243,0,0,0.0,5.0,212.0,3.0,144.0,Benign,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
